modality,frame,person,wall_x,wall_y,pair
Touch,55258,P3,-1945.37,519.1975999999999,P3P4
Touch,55484,P3,-1772.33,499.7431999999999,P3P4
Touch,57018,P3,1172.13,634.4659999999999,P3P4
Touch,57071,P3,1297.74,470.5355999999999,P3P4
Touch,57665,P3,1496.78,466.64619999999996,P3P4
Touch,57833,P3,1883.63,501.2865999999999,P3P4
Touch,57878,P3,2011.45,432.76399999999995,P3P4
Touch,58026,P3,1566.69,585.2789999999999,P3P4
Touch,58700,P3,55.6457,317.6251999999999,P3P4
Touch,58920,P3,1984.34,472.4681999999999,P3P4
Touch,58989,P3,2050.29,425.36319999999995,P3P4
Touch,59375,P3,32.8972,265.66999999999996,P3P4
Touch,59621,P3,1379.6,623.1665999999999,P3P4
Touch,59784,P3,376.487,533.1308,P3P4
Touch,60036,P3,-423.799,463.2772,P3P4
Touch,60897,P3,-2622.93,600.6656,P3P4
Touch,60994,P3,-2467.63,620.3091999999999,P3P4
Touch,61080,P3,-2546.61,560.1425999999999,P3P4
Touch,61150,P3,-2572.29,507.82759999999996,P3P4
Touch,61492,P3,-351.499,483.05519999999996,P3P4
Touch,62462,P3,-261.155,577.0062,P3P4
Touch,62649,P3,-209.355,686.6902,P3P4
Touch,63243,P3,-151.227,702.639,P3P4
Touch,63947,P3,-1869.46,563.3142,P3P4
Touch,64121,P3,2031.33,720.9022,P3P4
Touch,64853,P3,-1149.23,679.4874,P3P4
Touch,64862,P3,-1195.42,606.4662000000001,P3P4
Touch,64895,P3,-1328.59,633.3072,P3P4
Touch,65346,P3,-1403.69,417.44539999999995,P3P4
Touch,65402,P3,-1454.5,413.9408,P3P4
Touch,65553,P3,-1483.01,57.07452000000001,P3P4
Touch,66102,P3,-1580.88,446.1638,P3P4
Touch,66131,P3,-1452.37,655.2572,P3P4
Voice,66568,P3,908.571,2344.356,P3P4
Touch,66968,P3,1032.13,630.8306,P3P4
Touch,67511,P3,1099.84,626.2221999999999,P3P4
Voice,69190,P3,1520.82,1714.556,P3P4
Touch,69743,P3,-12.71,247.7866,P3P4
Touch,69754,P3,-5.91724,252.8976,P3P4
Touch,69841,P3,844.871,1584.2259999999999,P3P4
Touch,69899,P3,1151.84,1531.0439999999999,P3P4
Touch,70410,P3,-32.9853,224.9988,P3P4
Touch,70779,P3,-305.524,426.5714,P3P4
Touch,70920,P3,-1141.67,680.1876,P3P4
Touch,71253,P3,-1364.29,661.597,P3P4
Touch,73066,P3,2787.28,352.543,P3P4
Touch,73191,P3,,,P3P4
Touch,73245,P3,2842.57,363.70360000000005,P3P4
Voice,74488,P3,2410.25,1198.156,P3P4
Touch,2319,P4,-1141.73,2838.9640000000004,P3P4
Touch,3068,P4,2813.81,654.5118000000001,P3P4
Touch,3222,P4,,,P3P4
Touch,3391,P4,,,P3P4
Voice,5351,P4,2012.34,1646.506,P3P4
Voice,6165,P4,-604.87,1568.434,P3P4
Voice,6247,P4,-511.662,1434.0900000000001,P3P4
Voice,6433,P4,-472.524,1452.8940000000002,P3P4
Touch,8099,P4,134.003,678.6116000000002,P3P4
Voice,9377,P4,1344.44,1409.8000000000002,P3P4
Touch,9510,P4,-1446.49,227.1728000000002,P3P4
Touch,9566,P4,76.3211,551.8222000000002,P3P4
Touch,9718,P4,-1022.91,392.2342000000002,P3P4
Touch,10795,P4,-2083.53,276.7514000000002,P3P4
Touch,10823,P4,-2094.36,289.9226000000002,P3P4
Touch,10842,P4,-2072.82,265.2378000000002,P3P4
Touch,10860,P4,-2057.02,270.87440000000015,P3P4
Touch,11068,P4,-2052.55,357.08625000000023,P3P4
Touch,11996,P4,-2315.75,374.56100000000015,P3P4
Touch,12022,P4,,360.75175000000024,P3P4
Touch,12746,P4,,441.444,P3P4
Touch,12912,P4,-2579.32,636.7474000000002,P3P4
Touch,14228,P4,-2337.96,503.9598000000002,P3P4
Touch,14289,P4,-2410.5,518.3460000000001,P3P4
Touch,14933,P4,-1254.31,1495.3700000000003,P3P4
Touch,15163,P4,-1591.19,552.7586000000001,P3P4
Touch,16260,P4,-1107.42,489.21640000000014,P3P4
Touch,16278,P4,-1105.36,490.77400000000017,P3P4
Touch,16349,P4,-1149.06,416.6778000000001,P3P4
Touch,16411,P4,-1078.05,442.4712000000001,P3P4
Touch,16454,P4,-1139.85,494.1342000000001,P3P4
Touch,16483,P4,-1123.27,433.04180000000014,P3P4
Touch,16503,P4,-1120.02,431.06680000000006,P3P4
Touch,16524,P4,-1115.41,414.94620000000015,P3P4
Touch,16556,P4,-1130.16,404.3612000000001,P3P4
Touch,16585,P4,-1184.57,262.19040000000007,P3P4
Touch,16608,P4,-1203.97,182.96820000000008,P3P4
Touch,16721,P4,-1020.7,183.5584000000001,P3P4
Touch,16753,P4,-1035.68,184.12780000000006,P3P4
Touch,17118,P4,-1118.05,460.1492000000001,P3P4
Voice,18707,P4,-1326.96,1597.412,P3P4
Voice,18857,P4,-928.401,1238.27,P3P4
Touch,20325,P4,2755.71,503.8032,P3P4
Touch,20355,P4,2731.91,493.06000000000006,P3P4
Touch,20386,P4,2746.63,491.8642,P3P4
Touch,20424,P4,2732.44,485.429,P3P4
Touch,20562,P4,2711.14,450.56499999999994,P3P4
Touch,20588,P4,2711.8,444.399,P3P4
Touch,20698,P4,2602.44,438.1508,P3P4
Voice,22055,P4,643.798,2651.9820000000004,P3P4
Touch,22840,P4,-510.293,551.517,P3P4
Touch,23526,P4,-1153.8,565.4892,P3P4
Touch,23640,P4,-1434.64,690.3799999999999,P3P4
Touch,23925,P4,274.057,640.9205999999999,P3P4
Touch,23947,P4,195.738,663.6020000000001,P3P4
Touch,23999,P4,-428.064,675.9736,P3P4
Touch,27089,P4,2754.14,547.6625999999999,P3P4
Voice,27310,P4,1288.21,1484.548,P3P4
Touch,27550,P4,1132.23,309.18580000000003,P3P4
Touch,27848,P4,1079.85,418.3502,P3P4
Touch,27880,P4,1089.99,407.709,P3P4
Touch,27979,P4,1115.49,402.6958,P3P4
Touch,27996,P4,1105.84,400.7464,P3P4
Touch,28234,P4,1105.83,398.1852,P3P4
Voice,28804,P4,1294.28,999.1422,P3P4
Touch,29006,P4,1336.15,492.38460000000003,P3P4
Touch,29097,P4,1061.12,362.533,P3P4
Touch,30488,P4,-1795.98,353.19660000000005,P3P4
Touch,30697,P4,-484.4,350.5004,P3P4
Touch,30749,P4,-440.688,447.4008,P3P4
Touch,30822,P4,-468.034,433.7758,P3P4
Voice,31160,P4,1330.01,1448.794,P3P4
Touch,31613,P4,-172.057,502.7299999999999,P3P4
Touch,31628,P4,-168.024,503.9594,P3P4
Touch,32096,P4,-382.642,483.54499999999996,P3P4
Touch,32497,P4,-472.807,489.5044,P3P4
Touch,34092,P4,,,P3P4
Touch,34105,P4,,,P3P4
Touch,34675,P4,1986.39,544.6604,P3P4
Touch,34690,P4,1915.12,440.2762000000001,P3P4
Touch,34708,P4,1913.37,419.4366,P3P4
Voice,37129,P4,931.869,1428.77,P3P4
Voice,37378,P4,881.799,1730.202,P3P4
Voice,37711,P4,565.608,581.5874,P3P4
Touch,37787,P4,1475.71,604.8734000000001,P3P4
Touch,37818,P4,2131.29,522.8858,P3P4
Touch,38176,P4,279.485,475.611,P3P4
Touch,38294,P4,2144.05,574.5258,P3P4
Touch,38335,P4,1917.48,381.712,P3P4
Touch,38338,P4,1932.88,381.782,P3P4
Touch,38461,P4,1824.69,343.87800000000004,P3P4
Touch,38506,P4,2590.48,536.5676000000001,P3P4
Touch,38508,P4,2595.03,534.9878000000001,P3P4
Voice,38639,P4,707.545,1391.1799999999998,P3P4
Touch,39066,P4,-2473.91,573.521,P3P4
Touch,39103,P4,-2419.15,562.3834,P3P4
Touch,39169,P4,-2430.53,489.49539999999996,P3P4
Voice,39652,P4,-172.93,3035.9139999999998,P3P4
Voice,39828,P4,750.848,872.1494,P3P4
Voice,40098,P4,515.392,1500.926,P3P4
Touch,41739,P4,2524.87,586.6844,P3P4
Touch,42072,P4,2569.87,446.8546,P3P4
Touch,42519,P4,-439.839,461.4928,P3P4
Touch,42687,P4,-582.179,506.0844,P3P4
Touch,42828,P4,-1580.32,537.2638,P3P4
Touch,42852,P4,-1613.3,586.1336,P3P4
Touch,43234,P4,-1965.07,481.27979999999997,P3P4
Touch,43881,P4,-1898.54,414.0972,P3P4
Touch,43940,P4,-1736.38,440.025,P3P4
Voice,44415,P4,-653.086,1108.8020000000001,P3P4
Touch,44656,P4,2144.79,419.07460000000003,P3P4
Touch,44916,P4,1618.68,488.8882,P3P4
Touch,45756,P4,1638.97,501.27200000000005,P3P4
Touch,45877,P4,1635.0,428.7018,P3P4
Touch,45937,P4,1952.11,495.02560000000005,P3P4
Touch,46091,P4,1252.38,476.71840000000003,P3P4
Touch,46164,P4,28.8722,497.84839999999997,P3P4
Touch,46230,P4,1385.81,293.5038,P3P4
Touch,46312,P4,1892.37,424.698,P3P4
Touch,46359,P4,1943.7,379.168,P3P4
Touch,46445,P4,1963.38,392.094,P3P4
Touch,46486,P4,1974.34,342.95239999999995,P3P4
Touch,46530,P4,1904.2,382.2038,P3P4
Touch,46550,P4,1711.06,391.9614,P3P4
Touch,46780,P4,1870.56,419.6896,P3P4
Touch,46802,P4,1902.54,410.68819999999994,P3P4
Touch,47070,P4,1947.71,561.6768,P3P4
Touch,47413,P4,2393.76,350.5834,P3P4
Touch,48089,P4,2731.82,656.1172,P3P4
Touch,48090,P4,2735.55,660.2472,P3P4
Touch,48100,P4,2720.82,671.1822,P3P4
Touch,48254,P4,,,P3P4
Touch,48418,P4,2751.86,451.0678,P3P4
Touch,48452,P4,2751.81,479.0802,P3P4
Touch,48519,P4,2724.49,587.4822,P3P4
Touch,48730,P4,2442.14,1732.4119999999998,P3P4
Touch,48883,P4,2572.67,500.6228,P3P4
Touch,49517,P4,2655.26,550.4222,P3P4
Touch,49549,P4,2657.84,560.5926,P3P4
Touch,49570,P4,2661.89,561.9516,P3P4
Touch,49903,P4,2614.44,522.2983999999999,P3P4
Touch,49958,P4,2621.31,525.828,P3P4
Touch,50005,P4,2638.42,522.9635999999999,P3P4
Touch,50051,P4,,,P3P4
Touch,50100,P4,,,P3P4
Touch,50150,P4,2647.9,538.6078,P3P4
Touch,50179,P4,2657.17,539.3566000000001,P3P4
Touch,50520,P4,2291.76,492.7664,P3P4
Touch,50600,P4,493.633,403.609,P3P4
Touch,50747,P4,,,P3P4
Touch,52738,P4,-1939.99,719.3416,P3P4
Touch,52749,P4,-1998.02,607.7221999999999,P3P4
Touch,53585,P4,2994.56,658.86,P3P4
Touch,53666,P4,2876.4,565.1782000000001,P3P4
Voice,54190,P4,1311.18,2205.872,P3P4
Touch,54362,P4,440.393,544.1418,P3P4
Touch,54419,P4,416.051,528.4621999999999,P3P4
Touch,54421,P4,423.722,530.009,P3P4
Touch,54909,P4,343.077,462.81359999999995,P3P4
Touch,54967,P4,287.862,576.8327999999999,P3P4
Touch,54974,P4,271.486,498.21540000000005,P3P4
Touch,55206,P4,313.995,441.5348,P3P4
Touch,55719,P4,218.821,541.8864,P3P4
Touch,55721,P4,251.29,530.3513999999999,P3P4
Touch,55952,P4,486.714,486.4273999999999,P3P4
Touch,56315,P4,-2528.47,576.3338,P3P4
Touch,56347,P4,,565.325,P3P4
Touch,56991,P4,312.024,530.296,P3P4
Touch,57255,P4,,580.4326666666667,P3P4
Touch,57361,P4,,,P3P4
Touch,57397,P4,,,P3P4
Touch,57410,P4,,,P3P4
Touch,57650,P4,,,P3P4
Touch,57706,P4,,,P3P4
Touch,57916,P4,401.571,572.0206000000001,P3P4
Touch,57918,P4,383.219,548.7256,P3P4
Touch,58165,P4,348.076,428.797,P3P4
Touch,58453,P4,335.478,582.5020000000001,P3P4
Touch,58459,P4,335.684,519.4038,P3P4
Touch,59545,P4,2016.22,619.871,P3P4
Touch,59546,P4,2016.16,603.7918000000001,P3P4
Touch,59619,P4,2148.27,513.0644,P3P4
Touch,59989,P4,-1408.17,321.394,P3P4
Touch,60109,P4,-1531.09,419.468,P3P4
Touch,60264,P4,-1806.88,364.8112,P3P4
Touch,60550,P4,-1556.82,615.1206,P3P4
Touch,61786,P4,-1215.89,376.269,P3P4
Touch,63720,P4,,,P3P4
Touch,64120,P4,2854.43,598.8338,P3P4
Touch,64324,P4,,,P3P4
Touch,64740,P4,,,P3P4
Touch,64854,P4,,,P3P4
Touch,65191,P4,,,P3P4
Touch,65251,P4,,,P3P4
Touch,65699,P4,,,P3P4
Touch,65784,P4,2692.92,432.51480000000004,P3P4
Touch,65816,P4,,,P3P4
Touch,65817,P4,,,P3P4
Touch,66364,P4,1940.71,423.0376,P3P4
Touch,66444,P4,2160.89,711.962,P3P4
Touch,67058,P4,1826.35,452.06540000000007,P3P4
Touch,68424,P4,1627.0,464.671,P3P4
Touch,68685,P4,2041.82,498.0678,P3P4
Touch,69381,P4,1207.95,375.6116,P3P4
Touch,69497,P4,1291.37,401.81399999999996,P3P4
Touch,71271,P4,-379.631,472.10900000000004,P3P4
Touch,71723,P4,-380.27,386.7336,P3P4
Touch,71766,P4,-348.109,470.7476,P3P4
Touch,72133,P4,-601.996,569.5033999999999,P3P4
Touch,72135,P4,-591.057,573.0134,P3P4
Touch,72252,P4,1725.68,1045.166,P3P4
Touch,72273,P4,2088.57,686.5494000000001,P3P4
Touch,72358,P4,2174.36,358.0766,P3P4
Touch,72398,P4,,,P3P4
Touch,72567,P4,1953.04,436.6998,P3P4
Touch,72879,P4,2099.33,514.2772,P3P4
Touch,72967,P4,2035.86,316.98733333333325,P3P4
Touch,74456,P4,1914.55,562.2436,P3P4
Touch,75317,P4,1888.06,531.7136,P3P4
Voice,11006,P5,1026.74,2111.92,P5P6
Voice,11167,P5,1058.17,2105.272,P5P6
Touch,11582,P5,2127.28,1778.718,P5P6
Touch,11598,P5,2210.19,1669.8800000000003,P5P6
Touch,11604,P5,2219.47,1589.8739999999998,P5P6
Touch,11618,P5,2270.98,1349.6219999999998,P5P6
Touch,11640,P5,2484.67,1036.4060000000002,P5P6
Touch,11806,P5,2229.71,724.967,P5P6
Touch,11817,P5,2236.96,681.6805999999999,P5P6
Touch,11825,P5,2228.94,666.5742,P5P6
Touch,11834,P5,2228.7,680.1696,P5P6
Touch,11844,P5,2225.49,717.1272,P5P6
Touch,11855,P5,2229.8,713.3050000000001,P5P6
Touch,12405,P5,2222.71,1101.306,P5P6
Voice,12959,P5,2519.28,1006.07,P5P6
Touch,12965,P5,2522.42,1005.5379999999999,P5P6
Voice,16223,P5,2427.5,1161.8960000000002,P5P6
Touch,16328,P5,2471.04,1193.452,P5P6
Touch,16463,P5,2645.04,474.64759999999995,P5P6
Touch,16568,P5,2803.06,685.095,P5P6
Touch,16629,P5,,,P5P6
Touch,16635,P5,,,P5P6
Touch,16657,P5,,,P5P6
Touch,17127,P5,2749.82,885.7688,P5P6
Touch,20868,P5,2634.49,927.4774000000001,P5P6
Touch,20914,P5,2657.39,916.3896000000001,P5P6
Touch,21897,P5,2549.73,1170.822,P5P6
Voice,22177,P5,2613.46,1081.53,P5P6
Voice,22450,P5,2527.96,1073.52,P5P6
Touch,22626,P5,2581.4,1166.4299999999998,P5P6
Touch,22758,P5,2735.65,450.50960000000003,P5P6
Touch,24660,P5,1912.29,1595.498,P5P6
Touch,24832,P5,-1409.2,641.9878000000001,P5P6
Touch,25148,P5,-1617.71,1071.2839999999999,P5P6
Touch,25191,P5,-1565.19,1036.6599999999999,P5P6
Touch,25732,P5,-1664.56,878.068,P5P6
Touch,25909,P5,-1526.48,1024.455,P5P6
Touch,25909,P5,-1526.48,1024.455,P5P6
Touch,26978,P5,-1555.84,1137.1100000000001,P5P6
Touch,27757,P5,-1567.53,853.0511999999999,P5P6
Touch,28470,P5,1047.51,996.1700000000001,P5P6
Touch,29204,P5,1205.24,811.5509999999999,P5P6
Touch,29479,P5,1165.44,723.799,P5P6
Touch,30367,P5,1123.83,916.7302,P5P6
Touch,31066,P5,1037.91,887.7180000000001,P5P6
Touch,31100,P5,1040.39,878.5726000000001,P5P6
Voice,34477,P5,1075.86,943.4484,P5P6
Voice,34606,P5,1036.12,993.8772000000001,P5P6
Touch,34833,P5,1080.73,1149.52,P5P6
Touch,34988,P5,1136.77,406.169,P5P6
Voice,37009,P5,1123.59,1174.134,P5P6
Voice,37144,P5,1251.72,1162.434,P5P6
Voice,37268,P5,1239.33,1178.07,P5P6
Touch,37445,P5,1220.51,1181.298,P5P6
Touch,37491,P5,1215.48,1176.6899999999998,P5P6
Touch,37523,P5,1103.44,1113.2779999999998,P5P6
Touch,38047,P5,1192.53,1138.0639999999999,P5P6
Touch,38073,P5,1196.97,1127.654,P5P6
Voice,39218,P5,1157.8,1268.6439999999998,P5P6
Voice,39418,P5,1302.95,1288.526,P5P6
Touch,39680,P5,-578.298,724.891,P5P6
Touch,40393,P5,-2487.24,994.0781999999999,P5P6
Touch,41276,P5,-2642.24,704.2834,P5P6
Touch,41736,P5,-2622.08,946.2985999999999,P5P6
Touch,42158,P5,,486.833,P5P6
Touch,42307,P5,,538.9770000000001,P5P6
Touch,42565,P5,-2675.59,838.7540000000001,P5P6
Touch,42850,P5,-2664.38,864.079,P5P6
Touch,42874,P5,-2663.08,843.769,P5P6
Touch,42885,P5,-2665.78,847.9902,P5P6
Touch,42925,P5,-2683.16,815.3776,P5P6
Touch,43314,P5,-2714.24,762.9884,P5P6
Touch,43649,P5,-2685.98,910.1413999999999,P5P6
Touch,43672,P5,-2683.03,911.2846,P5P6
Touch,43930,P5,-2683.37,859.1146000000001,P5P6
Touch,44622,P5,-2678.27,886.0475999999999,P5P6
Touch,44917,P5,,,P5P6
Touch,45319,P5,-2687.77,829.1074000000001,P5P6
Touch,45856,P5,-2696.21,940.1719999999999,P5P6
Touch,47718,P5,-2679.85,899.5146666666666,P5P6
Touch,47745,P5,-2681.82,897.074,P5P6
Touch,48402,P5,,,P5P6
Touch,49079,P5,-2722.49,665.6043999999999,P5P6
Touch,49978,P5,-2692.59,767.394,P5P6
Touch,50251,P5,-2746.55,629.8856666666667,P5P6
Touch,50282,P5,-2768.74,779.867,P5P6
Touch,50700,P5,-2742.1,822.0676,P5P6
Touch,51373,P5,-2760.31,801.9128,P5P6
Touch,52724,P5,-2700.05,554.144,P5P6
Touch,52804,P5,-2700.01,551.84,P5P6
Touch,52834,P5,-2714.57,554.1502,P5P6
Touch,52855,P5,-2727.29,561.4616,P5P6
Touch,52866,P5,-2724.8,568.0774,P5P6
Touch,52877,P5,-2706.53,573.0201999999999,P5P6
Touch,52893,P5,-2696.52,570.9824000000001,P5P6
Touch,52915,P5,-2707.86,563.1854,P5P6
Touch,52963,P5,-2696.52,545.1694,P5P6
Touch,53001,P5,-2711.34,548.3986000000001,P5P6
Touch,53086,P5,-2730.07,515.6200000000001,P5P6
Touch,53395,P5,-2555.89,763.409,P5P6
Touch,53953,P5,-2598.92,830.8214,P5P6
Touch,54122,P5,,,P5P6
Touch,54163,P5,-2723.65,468.2366,P5P6
Touch,54984,P5,-2592.79,817.7516,P5P6
Touch,55012,P5,-2571.77,810.4736,P5P6
Touch,55037,P5,-2567.91,807.3972,P5P6
Touch,55070,P5,,318.36600000000004,P5P6
