modality,frame,person,wall_x,wall_y,pair
Touch,55086,P5,-2647.31,595.5213333333334,P5P6
Touch,55103,P5,-2638.72,545.6800000000001,P5P6
Touch,55129,P5,-2646.08,522.7518,P5P6
Touch,55146,P5,-2658.05,519.9656,P5P6
Touch,55392,P5,,751.7503333333333,P5P6
Touch,56230,P5,-2477.36,796.0444,P5P6
Touch,56648,P5,-2432.25,853.2694000000001,P5P6
Touch,56683,P5,-2424.86,835.1338,P5P6
Touch,56714,P5,-2446.88,814.4756,P5P6
Touch,56755,P5,-2582.68,561.9088,P5P6
Touch,56774,P5,-2583.79,510.95799999999997,P5P6
Touch,57284,P5,-2423.14,839.6446,P5P6
Touch,57821,P5,-2473.56,820.573,P5P6
Touch,57844,P5,-2473.65,820.0835999999999,P5P6
Touch,58420,P5,-2493.44,822.5958,P5P6
Touch,61131,P5,-2352.55,822.6470000000002,P5P6
Touch,63324,P5,-2414.67,835.226,P5P6
Touch,63733,P5,-2113.88,1122.398,P5P6
Touch,64059,P5,-2227.88,899.4294,P5P6
Touch,64085,P5,-2228.68,897.1386,P5P6
Touch,64501,P5,-2188.04,810.4806000000001,P5P6
Touch,66064,P5,-2309.74,602.7088,P5P6
Touch,67844,P5,-1319.22,490.38419999999996,P5P6
Touch,67991,P5,-1277.68,401.5232,P5P6
Touch,68043,P5,-1285.74,395.18760000000003,P5P6
Touch,68182,P5,-1245.55,504.61249999999995,P5P6
Touch,68511,P5,-1247.68,1200.232,P5P6
Touch,69261,P5,-1895.23,547.4885999999999,P5P6
Touch,70549,P5,-1802.85,528.6376,P5P6
Touch,71005,P5,-1801.11,555.1132,P5P6
Touch,71335,P5,-1844.67,520.5622000000001,P5P6
Touch,71548,P5,-1802.53,540.3866,P5P6
Touch,71861,P5,-1826.34,535.2286,P5P6
Touch,72660,P5,-26.0845,492.2898,P5P6
Touch,72775,P5,915.162,536.6424,P5P6
Touch,72895,P5,-541.988,552.6796,P5P6
Touch,72992,P5,-563.88,579.0966000000001,P5P6
Touch,73050,P5,-694.601,666.4199999999998,P5P6
Touch,73120,P5,-1377.73,527.7317999999999,P5P6
Touch,73230,P5,-1358.28,550.8815999999999,P5P6
Touch,73343,P5,-1313.41,681.524,P5P6
Touch,74475,P5,-1576.14,626.2146,P5P6
Touch,74579,P5,-1653.39,576.9292,P5P6
Touch,74649,P5,-1667.09,576.592,P5P6
Touch,74681,P5,-1672.74,580.7368,P5P6
Touch,74704,P5,-1663.8,580.2842,P5P6
Touch,74723,P5,-1660.58,572.2254,P5P6
Touch,74738,P5,-1655.46,563.7442,P5P6
Touch,74756,P5,-1643.73,560.412,P5P6
Touch,74762,P5,-1644.37,556.8768,P5P6
Touch,74771,P5,-1632.82,554.561,P5P6
Touch,74775,P5,-1629.58,554.9087999999999,P5P6
Touch,74794,P5,-1623.13,551.4584,P5P6
Touch,74834,P5,-1595.68,557.7488,P5P6
Touch,75027,P5,-1642.08,945.9856,P5P6
Touch,75598,P5,-1642.09,1021.9540000000001,P5P6
Touch,78019,P5,2527.74,839.9290000000001,P5P6
Touch,78124,P5,2280.23,626.7277999999999,P5P6
Touch,78284,P5,,593.4635000000001,P5P6
Touch,78329,P5,2407.25,599.7495999999999,P5P6
Voice,79145,P5,1749.1,1227.738,P5P6
Voice,79261,P5,1764.09,1207.178,P5P6
Touch,79443,P5,1722.49,1315.218,P5P6
Touch,79478,P5,1860.49,1131.0,P5P6
Touch,79776,P5,1802.07,636.505,P5P6
Touch,81781,P5,-802.081,376.6888,P5P6
Touch,82057,P5,-589.604,718.6411999999999,P5P6
Touch,82064,P5,-660.643,699.3082,P5P6
Touch,82439,P5,-480.926,961.1046,P5P6
Touch,82518,P5,-551.316,1008.376,P5P6
Touch,82762,P5,793.42,923.923,P5P6
Touch,83807,P5,789.615,1453.7220000000002,P5P6
Touch,84170,P5,819.934,1619.076,P5P6
Touch,84184,P5,824.902,1562.9460000000001,P5P6
Touch,84780,P5,-1001.17,1325.622,P5P6
Touch,84812,P5,-998.464,1283.3120000000001,P5P6
Touch,84837,P5,-993.483,1242.5800000000002,P5P6
Touch,84871,P5,-1086.81,883.5658,P5P6
Touch,85329,P5,-1130.39,1069.218,P5P6
Touch,85402,P5,-1145.1,1032.826,P5P6
Touch,85458,P5,-1487.66,550.8034,P5P6
Touch,85876,P5,-1213.59,1079.904,P5P6
Touch,85936,P5,-1251.59,1074.1439999999998,P5P6
Touch,88429,P5,-1544.52,1374.348,P5P6
Touch,88458,P5,-1545.54,1354.068,P5P6
Touch,88789,P5,-1264.25,983.3190000000001,P5P6
Touch,89873,P5,-1209.09,1004.6460000000001,P5P6
Touch,19255,P6,2213.4,559.49,P5P6
Touch,23797,P6,1506.24,437.0572,P5P6
Voice,24126,P6,1408.15,1095.2640000000001,P5P6
Touch,25005,P6,926.132,204.575,P5P6
Touch,25044,P6,296.774,257.41240000000005,P5P6
Touch,25081,P6,-201.276,211.87920000000003,P5P6
Touch,37647,P6,249.064,1172.822,P5P6
Touch,40872,P6,-1948.84,998.0644,P5P6
Voice,45865,P6,-1992.73,1046.8039999999999,P5P6
Touch,48200,P6,-1966.63,720.2456,P5P6
Touch,52334,P6,-2213.59,1237.434,P5P6
Touch,52335,P6,-2212.27,1235.018,P5P6
Touch,52401,P6,-1906.19,694.298,P5P6
Touch,52404,P6,-1879.99,658.1058,P5P6
Touch,52414,P6,-1805.7,569.1286,P5P6
Touch,52445,P6,-1776.79,398.37620000000004,P5P6
Touch,52527,P6,-1495.77,417.8652,P5P6
Touch,52554,P6,-1444.5,402.18580000000003,P5P6
Touch,54649,P6,-1640.53,330.5836,P5P6
Touch,55342,P6,-1598.62,368.142,P5P6
Touch,55346,P6,-1597.98,369.1614,P5P6
Touch,55382,P6,-1601.32,370.8812,P5P6
Touch,55448,P6,-1596.99,365.8774,P5P6
Touch,55563,P6,-1576.84,417.13599999999997,P5P6
Touch,55674,P6,-1099.55,418.0688,P5P6
Touch,56573,P6,-1206.32,563.4154000000001,P5P6
Touch,56660,P6,-1014.79,365.3266,P5P6
Touch,56950,P6,-1067.39,337.5684,P5P6
Touch,58366,P6,-1059.28,268.0718,P5P6
Touch,58564,P6,-1081.17,288.3798,P5P6
Touch,58617,P6,-1117.71,258.2576,P5P6
Touch,58661,P6,-1149.56,48.803700000000006,P5P6
Touch,58682,P6,-1133.57,66.93397999999999,P5P6
Touch,58719,P6,-1110.17,216.7878,P5P6
Touch,58784,P6,-1093.87,349.99000000000007,P5P6
Touch,58843,P6,-1043.82,468.57520000000005,P5P6
Touch,58863,P6,-1019.55,501.94320000000005,P5P6
Touch,59593,P6,-1688.89,448.66999999999996,P5P6
Voice,59987,P6,-1530.55,924.0130000000001,P5P6
Touch,60663,P6,-1689.45,868.2262000000001,P5P6
Touch,60737,P6,-1775.2,522.2744,P5P6
Touch,60778,P6,-1833.37,354.5716,P5P6
Touch,60832,P6,-1822.85,371.0892,P5P6
Touch,61025,P6,-2096.39,110.73060000000001,P5P6
Touch,61780,P6,2557.74,980.0292,P5P6
Touch,63324,P6,,,P5P6
Touch,63358,P6,2586.62,344.148,P5P6
Touch,63384,P6,2602.01,357.1454,P5P6
Touch,63675,P6,2659.98,514.5442,P5P6
Touch,63759,P6,2676.14,490.2438,P5P6
Touch,63937,P6,2689.94,518.1425999999999,P5P6
Touch,64054,P6,2611.8,484.1608,P5P6
Touch,64110,P6,2688.91,512.558,P5P6
Touch,64124,P6,2675.4,524.2639999999999,P5P6
Touch,64149,P6,2673.97,524.192,P5P6
Touch,64255,P6,2670.01,524.0178,P5P6
Touch,64373,P6,2662.16,499.3128,P5P6
Touch,64373,P6,2662.16,499.3128,P5P6
Touch,64377,P6,2661.52,499.30219999999997,P5P6
Touch,64377,P6,2661.52,499.30219999999997,P5P6
Touch,64596,P6,2835.84,675.9228,P5P6
Touch,64694,P6,2868.48,532.4685,P5P6
Touch,64877,P6,2417.51,784.5462,P5P6
Touch,66761,P6,1742.36,771.2122,P5P6
Touch,68337,P6,-511.216,1039.3020000000001,P5P6
Touch,68398,P6,-393.336,1002.2358,P5P6
Touch,68429,P6,-171.952,826.5442,P5P6
Touch,68449,P6,-219.867,623.7116,P5P6
Touch,68497,P6,-149.536,508.729,P5P6
Touch,68515,P6,-157.241,499.2994,P5P6
Touch,68549,P6,-142.505,489.68919999999997,P5P6
Touch,73143,P6,2162.8,1132.236,P5P6
Touch,73174,P6,2598.23,752.6376,P5P6
Touch,73233,P6,2779.71,581.8632,P5P6
Touch,73238,P6,2880.86,572.808,P5P6
Touch,79720,P6,711.703,912.6074000000001,P5P6
Touch,79897,P6,913.016,524.7560000000001,P5P6
Touch,90728,P6,4.48912,1809.3559999999998,P5P6
Touch,90794,P6,1267.5,1245.3899999999999,P5P6
Touch,90828,P6,1703.63,655.2922000000001,P5P6
Touch,90858,P6,1706.47,497.04179999999997,P5P6
Touch,7260,P7,1123.04,559.1832,P7P8
Touch,7309,P7,1521.39,328.64119999999997,P7P8
Voice,7802,P7,1057.79,844.5477999999999,P7P8
Voice,9713,P7,1425.48,568.1082,P7P8
Touch,9903,P7,953.356,552.1610000000001,P7P8
Touch,10830,P7,2549.51,720.9656,P7P8
Touch,11213,P7,2551.84,503.33099999999996,P7P8
Touch,12499,P7,2423.6,862.851,P7P8
Touch,12663,P7,2376.2,356.41020000000003,P7P8
Touch,13108,P7,-143.818,254.69099999999997,P7P8
Touch,13236,P7,-854.034,839.8242,P7P8
Touch,13537,P7,2226.95,763.3792000000001,P7P8
Touch,15228,P7,2563.32,608.2149999999999,P7P8
Touch,15315,P7,2521.26,607.958,P7P8
Touch,15318,P7,2517.86,607.4634,P7P8
Touch,15361,P7,2543.49,501.00460000000004,P7P8
Touch,15362,P7,2544.59,497.7722,P7P8
Touch,15518,P7,-318.088,841.6912,P7P8
Touch,15961,P7,1845.66,1107.212,P7P8
Touch,16022,P7,1697.17,829.3693999999999,P7P8
Voice,17136,P7,1360.8,937.7866,P7P8
Voice,17492,P7,1377.01,943.1004,P7P8
Touch,17744,P7,-122.088,792.2816,P7P8
Touch,17808,P7,-997.84,537.836,P7P8
Touch,18675,P7,1744.54,624.8986000000001,P7P8
Touch,18755,P7,1691.55,687.1451999999999,P7P8
Touch,18890,P7,1697.2,610.3846,P7P8
Touch,18892,P7,1698.47,610.7048,P7P8
Touch,18930,P7,1691.13,616.8234,P7P8
Touch,18931,P7,1691.04,616.7422,P7P8
Voice,19607,P7,1397.02,555.7168,P7P8
Touch,19702,P7,1209.92,1117.672,P7P8
Touch,19852,P7,-20.5663,270.74519999999995,P7P8
Touch,20481,P7,1791.35,700.3218,P7P8
Voice,20709,P7,1382.26,824.8344000000001,P7P8
Touch,20840,P7,1438.46,665.1116,P7P8
Touch,20995,P7,1697.38,596.8057999999999,P7P8
Touch,21275,P7,1718.84,538.0024,P7P8
Touch,21325,P7,1727.04,537.765,P7P8
Touch,21438,P7,1645.79,562.0068,P7P8
Touch,21446,P7,1615.17,572.0432000000001,P7P8
Touch,21495,P7,1575.58,569.3298000000001,P7P8
Touch,21526,P7,1451.24,593.4459999999999,P7P8
Touch,21591,P7,1532.15,502.82759999999996,P7P8
Touch,22326,P7,1789.47,759.067,P7P8
Touch,22592,P7,1722.82,560.4215999999999,P7P8
Touch,22615,P7,1727.4,579.807,P7P8
Touch,22831,P7,1732.61,556.9274,P7P8
Touch,23301,P7,783.514,686.2076,P7P8
Touch,23308,P7,828.543,640.0086,P7P8
Touch,23343,P7,849.514,557.6584,P7P8
Touch,23610,P7,768.223,625.7056,P7P8
Touch,23660,P7,767.134,585.876,P7P8
Touch,23979,P7,782.874,598.7734,P7P8
Touch,24589,P7,-655.925,881.4979999999999,P7P8
Touch,24629,P7,-632.479,678.8902,P7P8
Touch,24749,P7,-720.284,684.1156,P7P8
Touch,24849,P7,358.96,436.5246,P7P8
Touch,24906,P7,-378.541,470.9196,P7P8
Touch,25715,P7,1655.38,516.9566000000001,P7P8
Touch,27412,P7,1749.68,609.6322,P7P8
Touch,28546,P7,-113.58,305.48040000000003,P7P8
Touch,28682,P7,393.94,376.0588,P7P8
Touch,28808,P7,615.092,765.5426,P7P8
Touch,28938,P7,132.158,1111.318,P7P8
Touch,29080,P7,-766.742,644.7912,P7P8
Touch,29096,P7,-889.325,635.062,P7P8
Touch,29096,P7,-889.325,635.062,P7P8
Touch,29159,P7,-526.036,661.5772,P7P8
Touch,29228,P7,-160.146,521.8765999999999,P7P8
Touch,29338,P7,415.203,414.7314,P7P8
Touch,29441,P7,-764.75,611.0372,P7P8
Touch,29491,P7,-812.086,597.1288000000001,P7P8
Touch,29510,P7,-885.673,601.0172,P7P8
Touch,29516,P7,-890.855,593.3162,P7P8
Touch,29572,P7,-894.81,587.1238000000001,P7P8
Touch,29597,P7,-918.072,597.7542000000001,P7P8
Touch,29619,P7,-933.165,596.8554,P7P8
Voice,29739,P7,-699.44,773.5433999999999,P7P8
Voice,29998,P7,-425.192,1274.592,P7P8
Touch,30365,P7,-1567.12,427.588,P7P8
Touch,30459,P7,-791.86,537.3432,P7P8
Voice,32608,P7,-1741.43,441.6397999999999,P7P8
Voice,32719,P7,-1690.32,442.826,P7P8
Touch,32797,P7,-1767.09,614.2348,P7P8
Touch,32926,P7,-172.281,335.65,P7P8
Voice,33508,P7,-838.783,1228.038,P7P8
Voice,33654,P7,-918.059,1231.3139999999999,P7P8
Touch,34182,P7,-1456.64,632.848,P7P8
Touch,34232,P7,-1448.23,623.1270000000001,P7P8
Touch,34504,P7,-1550.87,868.7796000000001,P7P8
Touch,34518,P7,-1625.13,659.7848,P7P8
Touch,34554,P7,-1581.54,508.3218,P7P8
Touch,35069,P7,-1642.26,706.7850000000001,P7P8
Touch,35197,P7,-1614.72,452.0366,P7P8
Touch,35378,P7,-1568.59,402.70619999999997,P7P8
Touch,35676,P7,-554.843,738.1012,P7P8
Touch,35709,P7,-608.586,655.6788,P7P8
Touch,35830,P7,-639.504,803.5132000000001,P7P8
Touch,35874,P7,-623.016,304.0182,P7P8
Touch,36358,P7,-539.018,806.0930000000001,P7P8
Voice,36358,P7,-539.018,806.0930000000001,P7P8
Touch,36574,P7,-282.582,434.98240000000004,P7P8
Touch,36639,P7,-153.027,340.3988,P7P8
Touch,36987,P7,-352.687,651.3468,P7P8
Voice,36987,P7,-352.687,651.3468,P7P8
Touch,37249,P7,744.262,924.8918,P7P8
Touch,38472,P7,-1130.91,926.9552,P7P8
Touch,39272,P7,1326.67,1171.298,P7P8
Touch,40416,P7,2080.55,613.6519999999999,P7P8
Touch,40761,P7,2049.75,903.8632,P7P8
Touch,40870,P7,1048.94,810.0095,P7P8
Voice,41158,P7,2138.84,810.11,P7P8
Touch,41453,P7,2194.46,642.2538000000001,P7P8
Touch,43122,P7,2149.18,513.2068000000002,P7P8
Touch,43125,P7,2182.85,501.8634,P7P8
Touch,43125,P7,2182.85,501.8634,P7P8
Touch,43169,P7,2322.58,337.3316000000001,P7P8
Touch,43206,P7,2573.06,483.9612000000001,P7P8
Touch,43383,P7,2564.34,551.2474,P7P8
Touch,43398,P7,2584.05,539.5382000000001,P7P8
Touch,43401,P7,2586.8,539.8648000000001,P7P8
Touch,43417,P7,2581.43,536.7956,P7P8
Touch,43424,P7,2579.83,531.368,P7P8
Touch,43427,P7,2577.58,533.3696000000001,P7P8
Touch,43456,P7,2568.96,529.7746,P7P8
Touch,43457,P7,2569.02,530.0265999999999,P7P8
Touch,43482,P7,2581.13,523.5502,P7P8
Touch,43516,P7,2576.0,505.07360000000006,P7P8
Touch,44598,P7,2695.42,689.9456,P7P8
Touch,44626,P7,2727.23,569.8226000000001,P7P8
Touch,45375,P7,2664.24,679.1012000000001,P7P8
Touch,45580,P7,2604.85,619.2798,P7P8
Touch,45924,P7,2597.95,574.1298,P7P8
Touch,46017,P7,2667.61,423.28560000000004,P7P8
Voice,46608,P7,2424.26,721.1308000000001,P7P8
Touch,47154,P7,2625.23,666.0600000000001,P7P8
Voice,47840,P7,1893.76,828.4102,P7P8
Voice,48342,P7,1926.64,745.5878,P7P8
Touch,49236,P7,1831.96,771.077,P7P8
Touch,50798,P7,1865.44,883.3564000000002,P7P8
Touch,50801,P7,1854.57,866.9732,P7P8
Touch,50860,P7,1763.1,811.9062,P7P8
Touch,50939,P7,979.522,786.532,P7P8
Touch,52826,P7,1761.43,777.3488000000001,P7P8
Touch,52880,P7,1766.2,794.3054000000001,P7P8
Touch,53167,P7,1876.19,854.253,P7P8
Touch,53209,P7,1868.22,624.2094000000001,P7P8
Touch,53237,P7,1853.06,700.1730000000001,P7P8
Touch,54489,P7,-1928.81,988.8830000000002,P7P8
Touch,55501,P7,-2490.7,612.6996000000001,P7P8
Touch,55550,P7,-2406.59,571.2934000000001,P7P8
Touch,56262,P7,-2600.53,498.56140000000005,P7P8
Touch,56295,P7,-2530.15,645.6706000000001,P7P8
Touch,56316,P7,-2506.23,664.0126,P7P8
Touch,56350,P7,-2509.21,682.7174000000001,P7P8
Touch,56782,P7,-150.08,245.29520000000008,P7P8
Touch,56979,P7,-10.2611,227.7628000000001,P7P8
Voice,58147,P7,495.899,1613.2820000000002,P7P8
Touch,58410,P7,640.586,812.0292000000002,P7P8
Touch,58883,P7,705.954,607.5154,P7P8
Touch,58900,P7,712.292,646.5242000000001,P7P8
Touch,58913,P7,774.564,662.9854000000001,P7P8
Touch,59622,P7,784.927,961.8236,P7P8
Touch,59625,P7,771.326,918.7544,P7P8
Touch,60962,P7,574.561,1205.714,P7P8
Voice,62306,P7,2618.94,639.3292000000001,P7P8
Touch,62691,P7,-79.8367,245.76180000000014,P7P8
Touch,63224,P7,-72.2808,196.04840000000013,P7P8
Touch,63828,P7,-1368.35,961.7732000000002,P7P8
Touch,66836,P7,-1599.31,833.6266000000002,P7P8
Touch,66950,P7,-1878.43,192.62960000000015,P7P8
Touch,67626,P7,-690.115,669.5596000000002,P7P8
Touch,68321,P7,-944.777,425.6478000000002,P7P8
Touch,68338,P7,-1070.56,39.487600000000185,P7P8
Touch,68346,P7,-1077.65,6.786210000000182,P7P8
Touch,68366,P7,-1072.43,7.671888000000182,P7P8
Touch,68381,P7,-1077.26,30.88974000000018,P7P8
Touch,68385,P7,-1076.54,37.955140000000185,P7P8
Touch,68387,P7,-1077.69,40.052420000000176,P7P8
Touch,68445,P7,-1057.84,216.42400000000015,P7P8
Voice,68720,P7,-866.622,870.3042000000002,P7P8
Voice,68914,P7,-393.516,419.6428000000002,P7P8
Voice,69054,P7,-429.555,419.82840000000016,P7P8
Touch,69256,P7,-95.7076,187.98120000000014,P7P8
Touch,70410,P7,1639.25,644.1750000000002,P7P8
Touch,71194,P7,1485.7,758.6208000000003,P7P8
Touch,71289,P7,-425.21,549.8810000000001,P7P8
Touch,71508,P7,-65.7185,237.31360000000018,P7P8
Touch,71593,P7,-68.7084,312.43300000000016,P7P8
Touch,73006,P7,-2543.39,383.89000000000016,P7P8
Touch,73054,P7,,,P7P8
Touch,73069,P7,,,P7P8
Touch,73179,P7,,,P7P8
Touch,73243,P7,-2554.02,335.9522000000002,P7P8
Voice,74451,P7,-488.123,2064.6620000000003,P7P8
Voice,74533,P7,-447.642,2135.466,P7P8
Touch,74829,P7,-787.529,986.552,P7P8
Touch,76927,P7,409.37,1064.9540000000002,P7P8
Touch,77898,P7,-1776.68,561.3398000000001,P7P8
Touch,79234,P7,1365.73,744.8234000000001,P7P8
Touch,79292,P7,1513.97,438.1428000000001,P7P8
Touch,79344,P7,1530.61,444.58680000000004,P7P8
Touch,79429,P7,1468.76,438.70100000000014,P7P8
Touch,79438,P7,1465.0,433.5514000000001,P7P8
Voice,80008,P7,1274.33,1449.066,P7P8
Voice,80233,P7,1318.07,1460.736,P7P8
Voice,81302,P7,-1656.5,666.0486000000001,P7P8
Touch,81596,P7,-166.495,75.68622000000009,P7P8
Touch,81614,P7,-187.726,-1.533368199999909,P7P8
Touch,81616,P7,-191.616,-1.487147999999909,P7P8
Touch,81852,P7,-125.006,176.2332000000001,P7P8
Touch,82163,P7,1014.64,584.0272000000001,P7P8
Touch,82197,P7,,276.75533333333345,P7P8
Touch,82364,P7,993.989,809.8534000000002,P7P8
Touch,82368,P7,1006.35,803.6206000000001,P7P8
Touch,82406,P7,1033.82,722.7350000000001,P7P8
Touch,82438,P7,1001.49,680.7440000000001,P7P8
Touch,82565,P7,798.467,700.1838,P7P8
Touch,85206,P7,2222.06,994.6576000000001,P7P8
Touch,85590,P7,1508.32,810.2264000000001,P7P8
Touch,87528,P7,1854.16,423.7986000000001,P7P8
Touch,87606,P7,1878.69,403.09540000000004,P7P8
Touch,89255,P7,-472.586,979.7390000000001,P7P8
Touch,89338,P7,-449.753,916.8978000000001,P7P8
Touch,89417,P7,-1253.06,731.5432000000001,P7P8
Touch,89440,P7,-1589.1,737.6170000000002,P7P8
Touch,89549,P7,-1897.74,773.8828000000001,P7P8
Touch,90068,P7,-1879.13,717.5346000000001,P7P8
Touch,90110,P7,-1906.92,679.0182000000001,P7P8
Voice,7274,P8,1815.08,1568.6280000000002,P7P8
Voice,7418,P8,2186.91,1070.92,P7P8
Touch,7578,P8,1902.95,907.9051999999999,P7P8
Touch,7613,P8,1215.58,602.2911999999999,P7P8
Touch,7614,P8,1210.34,600.0326,P7P8
Touch,7657,P8,1009.56,445.91280000000006,P7P8
Touch,7660,P8,1000.11,431.01939999999996,P7P8
Touch,7728,P8,70.6435,590.8046,P7P8
Touch,7762,P8,-566.851,461.8428,P7P8
Voice,8237,P8,52.779,1335.434,P7P8
Voice,8353,P8,-16.9167,1464.9119999999998,P7P8
Voice,8472,P8,-640.617,1669.134,P7P8
Touch,8576,P8,-904.534,1027.6696,P7P8
Touch,8611,P8,-1203.41,542.5673999999999,P7P8
Voice,8830,P8,-1211.51,583.6360000000001,P7P8
Voice,9034,P8,-822.428,966.6394,P7P8
Voice,9187,P8,-871.155,937.2647999999999,P7P8
Voice,9311,P8,-891.755,921.3,P7P8
Voice,9454,P8,-1659.98,1066.596,P7P8
Touch,10551,P8,1997.17,660.3478,P7P8
Voice,11266,P8,1078.93,1484.0580000000002,P7P8
Voice,11987,P8,1074.6,1663.114,P7P8
Voice,12194,P8,856.632,1663.0739999999998,P7P8
Touch,12548,P8,907.704,1543.992,P7P8
Voice,12548,P8,907.704,1543.992,P7P8
Touch,12890,P8,2552.71,785.7214,P7P8
Touch,12909,P8,,648.47775,P7P8
Touch,12921,P8,2487.8,570.0572,P7P8
Touch,12945,P8,2463.49,507.48519999999996,P7P8
Touch,12967,P8,2465.96,518.5373999999999,P7P8
Touch,12982,P8,2463.89,512.115,P7P8
Touch,13008,P8,2412.15,408.399,P7P8
Touch,13026,P8,2396.85,375.8394,P7P8
Touch,13097,P8,2426.73,572.5934,P7P8
Touch,13155,P8,,,P7P8
Touch,13219,P8,2147.83,661.8675999999999,P7P8
Touch,13236,P8,,619.993,P7P8
Touch,13254,P8,1563.85,503.70059999999995,P7P8
Touch,13281,P8,1549.11,447.71680000000003,P7P8
Touch,13348,P8,1578.0,477.5834,P7P8
Touch,13368,P8,1598.07,444.221,P7P8
Touch,13388,P8,1571.38,389.13620000000003,P7P8
Touch,13445,P8,1081.75,533.184,P7P8
Touch,13458,P8,802.523,388.046,P7P8
Touch,13481,P8,696.311,302.4178,P7P8
Touch,13497,P8,695.811,335.7442,P7P8
Touch,13518,P8,717.772,411.09580000000005,P7P8
Touch,13537,P8,719.893,527.7986,P7P8
Touch,13550,P8,717.447,575.179,P7P8
Touch,13630,P8,-730.808,408.98040000000003,P7P8
Touch,13664,P8,-594.873,389.43240000000003,P7P8
Touch,13677,P8,-669.023,362.51300000000003,P7P8
Touch,13691,P8,-715.974,354.83599999999996,P7P8
Touch,13718,P8,-732.754,321.49920000000003,P7P8
Touch,13794,P8,-695.054,307.4918,P7P8
Touch,13806,P8,-697.315,374.1632,P7P8
Touch,13823,P8,-712.73,389.8766,P7P8
Touch,13834,P8,-715.68,407.3872,P7P8
Touch,13847,P8,-719.364,445.80039999999997,P7P8
Touch,13888,P8,-843.141,589.4838,P7P8
Touch,13889,P8,-853.918,595.2158,P7P8
Touch,13930,P8,-1150.43,551.8142,P7P8
Touch,14008,P8,-1313.25,657.1214,P7P8
Touch,14035,P8,-1679.3,620.0152,P7P8
Touch,14062,P8,-1749.9,556.0363333333333,P7P8
Touch,14073,P8,-1776.21,586.5406,P7P8
Touch,14090,P8,-1792.52,548.3888,P7P8
Touch,14103,P8,,520.3383333333333,P7P8
Touch,14125,P8,-1832.7,463.9832,P7P8
Touch,14144,P8,-1903.6,404.2644,P7P8
Touch,14162,P8,-1925.3,358.25059999999996,P7P8
Touch,14213,P8,-2240.69,603.1802,P7P8
Touch,14230,P8,,613.555,P7P8
Touch,14371,P8,1254.3,802.747,P7P8
Touch,14664,P8,281.905,1060.136,P7P8
Touch,14765,P8,268.452,899.0716,P7P8
Touch,14767,P8,261.871,901.3530000000001,P7P8
Voice,15237,P8,-698.898,1168.1439999999998,P7P8
Voice,15393,P8,-1222.45,1177.846,P7P8
Voice,15585,P8,-839.853,1548.322,P7P8
Touch,16057,P8,886.635,923.3162,P7P8
Touch,16088,P8,915.871,595.885,P7P8
Voice,17871,P8,109.049,1960.8580000000002,P7P8
Touch,18976,P8,-1840.76,704.0188,P7P8
Touch,18987,P8,,,P7P8
Touch,18998,P8,-2418.08,567.1238000000001,P7P8
Touch,19026,P8,-2457.57,545.2623333333333,P7P8
Touch,19071,P8,-2231.68,589.6918,P7P8
Touch,19093,P8,-1799.11,669.4946,P7P8
Touch,19099,P8,-1809.08,597.5124,P7P8
Touch,19117,P8,-1788.64,486.8824000000001,P7P8
Touch,19131,P8,-1767.24,451.9656,P7P8
Touch,19171,P8,-1817.04,525.6415999999999,P7P8
Touch,19184,P8,-1832.0,498.419,P7P8
Touch,19211,P8,-1846.74,429.77119999999996,P7P8
Touch,19230,P8,-1868.09,375.971,P7P8
Touch,19284,P8,-1299.3,526.4262,P7P8
Touch,19321,P8,-874.816,304.5414,P7P8
Touch,19344,P8,-857.384,362.89459999999997,P7P8
Touch,19363,P8,-841.5,393.381,P7P8
Touch,19389,P8,-788.911,562.4518,P7P8
Touch,19468,P8,83.3678,648.7024,P7P8
Touch,19483,P8,478.278,400.16700000000003,P7P8
Touch,19504,P8,558.432,381.99,P7P8
Touch,19519,P8,536.247,405.883,P7P8
Touch,19552,P8,483.272,508.3672,P7P8
Touch,19564,P8,448.936,551.143,P7P8
Touch,19671,P8,1236.61,685.7644,P7P8
Touch,19703,P8,1738.56,489.0898,P7P8
Touch,19791,P8,1757.46,566.0201999999999,P7P8
Touch,19809,P8,1669.48,566.3632,P7P8
Touch,19839,P8,,519.227,P7P8
Touch,19903,P8,2163.02,540.9464,P7P8
Touch,19928,P8,2411.7,429.004,P7P8
Touch,19942,P8,2406.54,428.8652,P7P8
Touch,19972,P8,2373.65,511.9031999999999,P7P8
Touch,19987,P8,2352.29,552.6124,P7P8
Touch,20009,P8,2314.39,612.9208000000001,P7P8
Voice,20152,P8,1740.36,1563.3260000000002,P7P8
Touch,20383,P8,1583.42,399.4115,P7P8
Touch,20383,P8,1583.42,399.4115,P7P8
Touch,20481,P8,602.828,951.5406,P7P8
Touch,20797,P8,130.416,566.0772000000001,P7P8
Touch,21344,P8,48.4724,531.2823999999999,P7P8
Voice,21681,P8,619.055,1269.258,P7P8
Touch,21816,P8,2477.62,1184.3,P7P8
Voice,21951,P8,1770.65,1651.824,P7P8
Touch,22141,P8,-105.428,1200.43,P7P8
Touch,22143,P8,-93.6698,1156.33,P7P8
Touch,23017,P8,-2325.7,490.871,P7P8
Touch,23331,P8,-2141.96,697.0319999999999,P7P8
Touch,23419,P8,-2284.09,448.5748,P7P8
Voice,25074,P8,-2399.36,1214.678,P7P8
